Nomor Rekening,recency,frequency,consistency,avg_interval,std_interval,avg_berat,trend_berat,days_active,churn
BSLH1055,180.0,5.0,0.2,31.75,51.62,0.72,-0.12,128.0,1
BSLH1056,191.0,3.0,1.0,45.0,63.64,2.5,1.0,90.0,1
BSLH1057,191.0,3.0,1.0,45.0,63.64,3.6,3.4,90.0,1
BSLH1058,0.0,8.0,0.5,19.71,15.66,1.1625,-0.3131,141.0,0
BSLH1059,0.0,20.0,0.9091,6.63,1.34,0.245,0.0147,133.0,0
BSLH1060,7.0,9.0,1.0,14.25,7.83,0.2222,-0.01,118.0,1
BSLH1061,7.0,13.0,1.0,10.0,6.38,0.1538,-0.0082,126.0,0
BSLH1062,7.0,9.0,1.0,14.25,7.83,0.2222,-0.01,118.0,1
BSLH1063,7.0,15.0,0.7778,8.57,8.5,0.2467,-0.0196,126.0,0
BSLH1064,0.0,27.0,0.75,4.27,3.22,1.1074,-0.1271,121.0,0
BSLH1065,197.0,3.0,1.0,0.0,0.0,1.2,-0.75,0.0,1
BSLH1066,197.0,3.0,1.0,0.0,0.0,1.2,-0.75,0.0,1
BSLH1067,2.0,8.0,2.0,17.86,13.86,0.3875,-0.0179,128.0,0
BSLH1069,31.0,9.0,1.5,10.5,14.84,1.7556,-0.1117,84.0,0
BSLH1070,85.0,4.0,0.6667,0.0,0.0,2.55,0.64,0.0,0
BSLH1071,2.0,9.0,1.0,9.5,4.04,0.1556,-0.0183,79.0,0
BSLH1072,24.0,7.0,1.0,9.33,3.08,0.2571,-0.0464,58.0,0
BSLH1073,28.0,4.0,0.6667,13.33,0.58,2.6,-0.86,41.0,0
BSLH1074,2.0,5.0,0.5,15.25,6.75,0.42,0.13,62.0,0
BSLH1075,57.0,2.0,0.5,0.0,0.0,1.15,0.5,0.0,1
BSLH1076,0.0,5.0,1.0,10.25,5.74,0.3,-0.1,43.0,0
BSLH1077,0.0,4.0,0.6667,11.67,3.06,0.225,-0.09,36.0,0
BSLH1078,0.0,4.0,0.6667,11.67,3.06,0.75,-0.76,36.0,0
BSLH1079,7.0,3.0,0.3333,14.0,8.49,0.7333,-0.6,29.0,0
BSLH1080,7.0,3.0,0.3333,14.0,8.49,0.6,-0.4,29.0,0
BSLH1081,2.0,10.0,0.5714,2.89,3.26,5.23,-0.2273,28.0,0
BSLH1082,7.0,2.0,0.5,11.0,0.0,0.15,0.1,11.0,0
BSLH1083,10.0,2.0,0.5,0.0,0.0,0.85,0.7,0.0,0
BSLh1049,254.0,2.0,0.5,63.0,0.0,1.2,-0.2,63.0,1
bslh0110,175.0,70.0,0.775,4.09,4.19,1.46,0.0005,308.0,1
